Bracken,"138,789","139,807 138,408","141,695",112,,0.7 -1.0 2.4 20
Breathitt,"219,793","217,564 202,568","182,932",99,,-1.0 -6.9 -9.7 114
Breckinridge,"348,639","334,331 357,495","363,440",69,,-4.1 6.9 1.7 23
Bullitt,"2,286,077","2,221,647 2,264,688","2,233,899",15,,-2.8 1.9 -1.4 44
Butler,"299,000","273,544 294,221","286,903",79,,-8.5 7.6 -2.5 57
Caldwell,"348,155","363,178 351,121","364,540",68,,4.3 -3.3 3.8 12
Calloway,"1,243,422","1,266,984 1,300,051","1,245,227",29,,1.9 2.6 -4.2 87
Campbell,"3,086,649","3,090,168 3,122,673","3,005,234",12,,0.1 1.1 -3.8 75
Carlisle,"134,332","125,000 154,344","149,113",109,,-6.9 23.5 -3.4 71
Carroll,"1,911,659","1,943,678 1,989,506","1,800,554",21,,1.7 2.4 -9.5 112
Carter,"459,265","451,501 441,471","442,835",61,,-1.7 -2.2 0.3 30
Casey,"287,841","292,599 300,052","308,730",74,,1.7 2.5 2.9 17
Christian,"5,394,120","5,325,279 5,277,096","5,298,755",6,,-1.3 -0.9 0.4 28
"",,Real gross domestic product,,,,Percent change from preceding period
"",,Thousands of chained (2012) dollars,,Rank in state,,Percent change Rank in state
"",2017,2018 2019,2020,2020,2018,2019 2020 2020
Clark,"1,404,909","1,388,893 1,389,224","1,310,952",26,,-1.1 0.0 -5.6 101
Clay,"309,949","301,157 300,081","293,610",76,,-2.8 -0.4 -2.2 53
Clinton,"312,234","310,741 300,112","293,409",77,,-0.5 -3.4 -2.2 54
Crittenden,"189,503","189,378 178,095","177,541",101,,-0.1 -6.0 -0.3 34
Cumberland,"131,886","137,278 144,568","150,904",108,,4.1 5.3 4.4 8
Daviess,"4,278,743","4,207,105 4,162,469","4,033,287",9,,-1.7 -1.1 -3.1 64
Edmonson,"156,329","153,674 164,971","166,968",103,,-1.7 7.4 1.2 25
Elliott,"71,881","71,471 72,925","69,565",118,,-0.6 2.0 -4.6 92
Estill,"193,369","193,993 193,412","191,815",97,,0.3 -0.3 -0.8 41
Fayette,"18,164,107","18,304,009 18,608,398","17,759,671",2,,0.8 1.7 -4.6 90
Fleming,"263,074","269,142 282,228","291,750",78,,2.3 4.9 3.4 15
Floyd,"1,032,268","1,009,064 1,057,027","998,204",36,,-2.2 4.8 -5.6 99
Franklin,"2,753,126","2,746,173 2,728,399","2,660,456",13,,-0.3 -0.6 -2.5 58
Fulton,"178,730","169,621 181,588","178,764",100,,-5.1 7.1 -1.6 45
Gallatin,"344,002","313,984 350,515","364,883",67,,-8.7 11.6 4.1 9
Garrard,"233,754","235,836 233,633","225,440",89,,0.9 -0.9 -3.5 73
Grant,"474,910","471,113 464,860","449,892",60,,-0.8 -1.3 -3.2 67
Graves,"1,168,619","1,179,330 1,153,315","1,122,237",31,,0.9 -2.2 -2.7 60
Grayson,"629,552","620,005 653,214","641,835",50,,-1.5 5.4 -1.7 48
Green,"148,311","137,358 145,641","157,866",107,,-7.4 6.0 8.4 3
Greenup,"753,137","817,280 858,427","799,026",44,,8.5 5.0 -6.9 109
Hancock,"784,551","759,588 809,526","849,056",43,,-3.2 6.6 4.9 7
Hardin,"4,661,287","4,604,716 4,739,384","4,620,201",7,,-1.2 2.9 -2.5 59
Harlan,"531,761","533,122 506,870","477,056",58,,0.3 -4.9 -5.9 103
Harrison,"459,506","495,802 469,763","460,105",59,,7.9 -5.3 -2.1 52
Hart,"500,859","505,087 523,882","503,109",54,,0.8 3.7 -4.0 82
Henderson,"1,916,819","1,832,981 1,860,747","1,827,846",19,,-4.4 1.5 -1.8 49
Henry,"317,976","315,544 316,576","321,642",72,,-0.8 0.3 1.6 24
Hickman,"194,227","198,568 181,818","158,559",106,,2.2 -8.4 -12.8 116
Hopkins,"1,677,972","1,690,029 1,755,912","1,658,687",23,,0.7 3.9 -5.5 98
Jackson,"144,548","142,429 148,395","140,278",113,,-1.5 4.2 -5.5 97
Jefferson,"48,108,875","48,870,990 50,106,756","48,558,750",1,,1.6 2.5 -3.1 63
Jessamine,"1,828,092","1,910,678 1,884,149","1,810,356",20,,4.5 -1.4 -3.9 81
Johnson,"405,404","399,624 405,228","392,622",63,,-1.4 1.4 -3.1 65
Kenton,"6,676,318","7,219,962 7,702,883","7,671,398",4,,8.1 6.7 -0.4 35
Knott,"201,685","209,616 207,437","199,340",95,,3.9 -1.0 -3.9 79
Knox,"589,650","567,698 557,439","525,480",53,,-3.7 -1.8 -5.7 102
Larue,"199,380","206,489 195,499","203,407",93,,3.6 -5.3 4.0 10
Laurel,"1,913,449","1,917,629 1,914,336","1,844,072",17,,0.2 -0.2 -3.7 74
Lawrence,"299,891","306,518 324,037","321,151",73,,2.2 5.7 -0.9 42
Lee,"115,271","121,023 119,334","121,383",114,,5.0 -1.4 1.7 22
Leslie,"162,523","170,645 157,687","146,541",110,,5.0 -7.6 -7.1 110
Letcher,"331,666","347,738 323,567","301,766",75,,4.8 -7.0 -6.7 108
Lewis,"165,753","179,555 184,836","183,582",98,,8.3 2.9 -0.7 37
Lincoln,"373,123","362,493 371,568","368,704",66,,-2.8 2.5 -0.8 39
Livingston,"250,664","252,038 256,428","273,944",83,,0.5 1.7 6.8 4
Logan,"1,073,671","1,049,316 1,152,832","1,192,743",30,,-2.3 9.9 3.5 13
Lyon,"201,903","197,491 201,401","197,733",96,,-2.2 2.0 -1.8 50
McCracken,"3,900,059","3,809,836 3,878,458","3,645,427",10,,-2.3 1.8 -6.0 104
McCreary,"222,765","226,049 225,356","231,741",87,,1.5 -0.3 2.8 18
McLean,"306,587","305,529 279,477","229,091",88,,-0.3 -8.5 -18.0 119
Madison,"2,711,722","2,694,059 2,721,651","2,591,253",14,,-0.7 1.0 -4.8 94
Magoffin,"139,633","145,599 148,681","142,324",111,,4.3 2.1 -4.3 88
Marion,"794,022","809,408 833,855","795,337",45,,1.9 3.0 -4.6 93
Marshall,"1,324,505","1,240,361 1,300,162","1,262,796",28,,-6.4 4.8 -2.9 61
Martin,"282,363","249,761 245,888","208,899",91,-11.5,-1.6 -15.0 118
Mason,"989,900","1,009,368 973,633","1,021,213",35,,2.0 -3.5 4.9 6
Meade,"464,782","452,212 492,501","497,259",55,,-2.7 8.9 1.0 27
Menifee,"73,851","76,993 79,018","79,227",117,,4.3 2.6 0.3 31
Mercer,"768,471","794,291 723,499","695,751",48,,3.4 -8.9 -3.8 77
Metcalfe,"167,734","158,291 160,767","165,705",105,,-5.6 1.6 3.1 16
Monroe,"285,099","290,128 286,191","280,517",82,,1.8 -1.4 -2.0 51
"",,Real gross domestic product,,,,Percent change from preceding period
"",,Thousands of chained (2012) dollars,,Rank in state,,Percent change Rank in state
"",2017,2018 2019,2020,2020,2018,2019 2020 2020
Montgomery,"889,977","907,787 917,274","877,119",39,,2.0 1.0 -4.4 89
Morgan,"226,179","229,727 236,676","221,509",90,,1.6 3.0 -6.4 106
Muhlenberg,"1,142,080","1,179,065 1,169,173","1,066,001",33,,3.2 -0.8 -8.8 111
Nelson,"1,434,277","1,436,582 1,437,498","1,405,150",25,,0.2 0.1 -2.3 55
Nicholas,"89,728","84,834 89,098","85,379",116,,-5.5 5.0 -4.2 85
Ohio,"905,883","877,525 839,286","729,189",47,,-3.1 -4.4 -13.1 117
Oldham,"1,727,587","1,732,303 1,750,019","1,679,452",22,,0.3 1.0 -4.0 83
Owen,"207,631","188,697 171,058","165,798",104,,-9.1 -9.3 -3.1 62
Owsley,"46,440","46,716 43,963","42,305",119,,0.6 -5.9 -3.8 76
Pendleton,"258,845","264,589 260,902","254,784",85,,2.2 -1.4 -2.3 56
Perry,"935,622","936,335 902,250","854,110",42,,0.1 -3.6 -5.3 96
Pike,"1,985,472","1,974,778 1,942,230","1,843,038",18,,-0.5 -1.6 -5.1 95
Powell,"191,604","202,963 201,426","200,970",94,,5.9 -0.8 -0.2 33
Pulaski,"1,877,786","1,961,738 2,012,346","1,928,098",16,,4.5 2.6 -4.2 86
Robertson,"22,294","22,714 22,796","23,335",120,,1.9 0.4 2.4 21
Rockcastle,"291,989","290,249 301,724","284,753",80,,-0.6 4.0 -5.6 100
Rowan,"652,106","670,677 663,451","632,965",51,,2.8 -1.1 -4.6 91
Russell,"506,461","544,134 579,966","577,519",52,,7.4 6.6 -0.4 36
Scott,"2,812,576","3,107,731 3,206,754","3,203,386",11,10.5,3.2 -0.1 32
Shelby,"1,475,909","1,530,033 1,506,643","1,482,034",24,,3.7 -1.5 -1.6 46
Simpson,"792,731","787,615 792,800","897,581",38,,-0.6 0.7 13.2 2
Spencer,"244,330","246,848 250,320","258,814",84,,1.0 1.4 3.4 14
Taylor,"790,707","773,058 799,268","789,790",46,,-2.2 3.4 -1.2 43
Todd,"328,602","312,014 332,601","336,601",71,,-5.0 6.6 1.2 26
Trigg,"248,898","243,275 257,427","247,389",86,,-2.3 5.8 -3.9 78
Trimble,"463,072","453,914 465,354","495,830",56,,-2.0 2.5 6.5 5
Union,"669,555","677,220 746,237","855,597",41,,1.1 10.2 14.7 1
Warren,"5,548,386","5,464,995 5,657,965","5,474,620",5,,-1.5 3.5 -3.2 68
Washington,"297,268","301,792 289,074","284,077",81,,1.5 -4.2 -1.7 47
Wayne,"384,228","393,723 385,141","386,501",65,,2.5 -2.2 0.4 29
Webster,"586,360","591,029 512,479","391,434",64,,0.8 -13.3 -23.6 120
Whitley,"929,207","946,732 963,473","925,806",37,,1.9 1.8 -3.9 80
Wolfe,"91,004","92,463 87,903","91,355",115,,1.6 -4.9 3.9 11
Woodford,"1,109,055","1,151,111 1,155,061","1,041,687",34,,3.8 0.3 -9.8 115
Louisiana,"233,774,444","236,265,635 235,947,575","222,296,814",--,,1.1 -0.1 -5.8 --
Acadia,"1,475,865","1,482,303 1,443,461","1,440,636",29,,0.4 -2.6 -0.2 13
Allen,"640,471","649,888 643,915","608,593",45,,1.5 -0.9 -5.5 34
Ascension,"8,337,881","8,318,416 8,408,442","7,915,627",9,,-0.2 1.1 -5.9 39
Assumption,"443,238","452,787 466,957","428,691",52,,2.2 3.1 -8.2 50
Avoyelles,"846,509","861,921 842,023","817,163",41,,1.8 -2.3 -3.0 24
Beauregard,"932,374","990,506 996,718","989,099",36,,6.2 0.6 -0.8 15
Bienville,"698,344","695,499 706,206","627,061",44,,-0.4 1.5 -11.2 58
Bossier,"5,121,983","5,212,363 5,207,876","4,927,925",12,,1.8 -0.1 -5.4 33
Caddo,"12,215,038","12,317,250 12,450,126","11,735,815",6,,0.8 1.1 -5.7 37
Calcasieu,"15,109,792","14,807,709 15,512,865","14,102,712",4,,-2.0 4.8 -9.1 54
Caldwell,"173,017","174,811 180,016","168,999",62,,1.0 3.0 -6.1 41
Cameron,"1,645,488","1,562,205 1,259,147","1,040,715",33,,-5.1 -19.4 -17.3 62
Catahoula,"177,263","167,441 179,326","177,240",60,,-5.5 7.1 -1.2 16
Claiborne,"468,401","462,268 443,390","384,797",57,,-1.3 -4.1 -13.2 60
Concordia,"536,835","541,652 548,198","544,397",48,,0.9 1.2 -0.7 14
De Soto,"3,482,695","3,448,874 3,717,166","3,051,035",18,,-1.0 7.8 -17.9 63
East Baton Rouge,"34,560,742","36,493,145 34,139,057","32,159,428",1,,5.6 -6.5 -5.8 38
East Carroll,"180,586","172,350 161,249","168,730",63,,-4.6 -6.4 4.6 2
East Feliciana,"431,320","449,786 451,024","451,093",51,,4.3 0.3 0.0 12
Evangeline,"837,538","825,950 851,685","870,692",40,,-1.4 3.1 2.2 4
Franklin,"453,056","531,900 560,061","537,030",49,17.4,5.3 -4.1 28
Grant,"333,951","337,272 328,655","320,245",58,,1.0 -2.6 -2.6 21
Iberia,"2,949,597","2,975,234 2,986,732","2,702,549",21,,0.9 0.4 -9.5 55
Iberville,"1,876,833","1,855,790 1,902,581","1,783,591",27,,-1.1 2.5 -6.3 43
Jackson,"455,441","453,286 442,405","415,233",55,,-0.5 -2.4 -6.1 42
Jefferson,"21,575,451","21,467,001 21,821,050","20,237,809",2,,-0.5 1.6 -7.3 48
"",,Real gross domestic product,,,,Percent change from preceding period
"",,Thousands of chained (2012) dollars,,Rank in state,,Percent change Rank in state
"",2017,2018 2019,2020,2020,2018,2019 2020 2020
Jefferson Davis,"935,994","889,440 879,901","880,532",39,,-5.0 -1.1 0.1 11
Lafayette,"12,594,801","13,131,620 13,091,842","12,148,850",5,,4.3 -0.3 -7.2 47
Lafourche,"3,711,275","3,780,560 3,767,904","3,686,250",16,,1.9 -0.3 -2.2 20
LaSalle,"446,737","478,312 505,692","471,998",50,,7.1 5.7 -6.7 44
Lincoln,"2,074,777","2,097,380 2,110,843","2,003,358",25,,1.1 0.6 -5.1 32
Livingston,"2,628,502","2,994,091 2,967,823","2,874,243",20,13.9,-0.9 -3.2 25
Madison,"416,788","417,923 419,594","420,428",54,,0.3 0.4 0.2 10
Morehouse,"578,089","570,321 576,198","578,410",46,,-1.3 1.0 0.4 9
Natchitoches,"1,307,353","1,294,247 1,298,701","1,224,853",31,,-1.0 0.3 -5.7 36
Orleans,"21,478,998","21,609,258 21,944,520","20,227,763",3,,0.6 1.6 -7.8 49
Ouachita,"6,605,457","6,707,535 6,451,069","6,165,716",10,,1.5 -3.8 -4.4 30
Plaquemines,"3,929,097","3,804,309 3,898,382","3,575,101",17,,-3.2 2.5 -8.3 52
Pointe Coupee,"817,755","792,508 807,285","700,627",42,,-3.1 1.9 -13.2 59
Rapides,"5,163,098","5,186,653 5,183,392","4,971,096",11,,0.5 -0.1 -4.1 27
Red River,"1,048,389","1,133,294 1,169,410","931,094",37,,8.1 3.2 -20.4 64
Richland,"521,279","530,794 558,917","551,447",47,,1.8 5.3 -1.3 18
Sabine,"755,122","822,600 788,101","700,624",43,,8.9 -4.2 -11.1 57
St. Bernard,"2,061,543","2,144,483 1,474,182","1,494,407",28,,4.0 -31.3 1.4 6
St. Charles,"8,770,606","8,010,027 8,705,733","8,742,131",8,,-8.7 8.7 0.4 8
St. Helena,"151,525","188,848 179,542","171,827",61,24.6,-4.9 -4.3 29
St. James,"3,482,070","3,317,251 3,131,651","2,917,005",19,,-4.7 -5.6 -6.9 45
St. John the Baptist,"4,170,727","4,138,944 4,276,736","4,079,861",14,,-0.8 3.3 -4.6 31
St. Landry,"2,345,602","2,277,474 2,331,914","2,361,621",22,,-2.9 2.4 1.3 7
St. Martin,"1,144,296","1,159,788 1,172,638","1,088,992",32,,1.4 1.1 -7.1 46
St. Mary,"2,158,953","2,200,061 2,229,956","2,046,665",24,,1.9 1.4 -8.2 51
St. Tammany,"10,775,262","10,955,637 11,296,810","10,964,414",7,,1.7 3.1 -2.9 23
Tangipahoa,"3,806,351","3,814,912 3,938,183","4,016,999",15,,0.2 3.2 2.0 5
Tensas,"144,157","136,621 144,208","122,088",64,,-5.2 5.6 -15.3 61
Terrebonne,"4,981,564","5,136,582 5,069,581","4,578,577",13,,3.1 -1.3 -9.7 56
Union,"481,421","479,072 461,788","420,495",53,,-0.5 -3.6 -8.9 53
Vermilion,"1,551,509","1,572,909 1,518,462","1,434,589",30,,1.4 -3.5 -5.5 35
Vernon,"1,865,315","1,817,486 1,858,450","1,822,304",26,,-2.6 2.3 -1.9 19
Washington,"1,042,975","1,052,789 1,042,533","1,012,217",35,,0.9 -1.0 -2.9 22
Webster,"1,072,175","1,093,433 1,079,908","1,037,592",34,,2.0 -1.2 -3.9 26
West Baton Rouge,"2,140,107","2,091,907 2,223,692","2,197,706",23,,-2.3 6.3 -1.2 17
West Carroll,"212,818","225,045 181,096","189,738",59,,5.7 -19.5 4.8 1
West Feliciana,"787,757","810,464 882,302","920,635",38,,2.9 8.9 4.3 3
Winn,"423,833","437,880 424,728","399,420",56,,3.3 -3.0 -6.0 40
Maine,"56,662,582","58,178,846 59,433,938","58,757,344",--,,2.7 2.2 -1.1 --
Androscoggin,"4,096,528","4,245,859 4,336,828","4,305,584",5,,3.6 2.1 -0.7 7
Aroostook,"2,296,818","2,346,365 2,328,600","2,360,223",6,,2.2 -0.8 1.4 2
Cumberland,"19,165,743","19,822,296 20,335,255","20,215,058",1,,3.4 2.6 -0.6 6
Franklin,"937,466","963,345 986,397","947,437",15,,2.8 2.4 -3.9 15
Hancock,"2,159,219","2,175,791 2,261,302","2,202,627",7,,0.8 3.9 -2.6 12
Kennebec,"4,960,714","5,098,090 5,210,153","5,196,253",4,,2.8 2.2 -0.3 5
Knox,"1,584,566","1,581,335 1,661,849","1,616,857",8,,-0.2 5.1 -2.7 13
Lincoln,"1,027,592","1,048,044 1,085,513","1,055,438",13,,2.0 3.6 -2.8 14
Oxford,"1,509,247","1,555,846 1,537,957","1,508,900",10,,3.1 -1.1 -1.9 11
Penobscot,"5,775,454","5,894,779 6,021,508","5,926,747",3,,2.1 2.1 -1.6 10
Piscataquis,"485,239","506,828 507,211","501,391",16,,4.4 0.1 -1.1 9
Sagadahoc,"1,664,625","1,621,450 1,563,075","1,365,147",11,,-2.6 -3.6 -12.7 16
Somerset,"1,573,677","1,555,681 1,532,489","1,546,075",9,,-1.1 -1.5 0.9 3
Waldo,"1,197,458","1,168,742 1,235,893","1,241,039",12,,-2.4 5.7 0.4 4
Washington,"948,536","956,522 999,112","1,029,367",14,,0.8 4.5 3.0 1
York,"7,279,702","7,640,798 7,832,355","7,744,082",2,,5.0 2.5 -1.1 8
Maryland,"366,680,527","368,643,905 369,623,938","353,052,548",--,,0.5 0.3 -4.5 --
Allegany,"2,722,336","2,718,928 2,701,011","2,609,214",16,,-0.1 -0.7 -3.4 10
Anne Arundel,"46,294,870","46,753,558 47,036,809","44,922,819",3,,1.0 0.6 -4.5 14
Baltimore,"48,857,634","50,199,904 51,496,525","47,546,919",2,,2.7 2.6 -7.7 21
Calvert,"4,814,390","4,126,417 4,104,267","4,116,429",15,-14.3,-0.5 0.3 2
"",,Real gross domestic product,,,,Percent change from preceding period
"",,Thousands of chained (2012) dollars,,Rank in state,,Percent change Rank in state
"",2017,2018 2019,2020,2020,2018,2019 2020 2020
Caroline,"1,292,229","1,244,212 1,146,764","1,040,641",22,,-3.7 -7.8 -9.3 22
Carroll,"5,843,140","5,754,185 5,809,225","5,574,693",11,,-1.5 1.0 -4.0 13
Cecil,"4,072,561","4,431,565 4,397,763","4,386,408",14,,8.8 -0.8 -0.3 3
Charles,"5,699,144","5,429,136 5,393,681","5,230,001",12,,-4.7 -0.7 -3.0 6
Dorchester,"1,219,400","1,172,737 1,192,798","1,175,636",20,,-3.8 1.7 -1.4 5
Frederick,"12,156,694","12,447,559 12,654,015","12,237,426",7,,2.4 1.7 -3.3 9
Garrett,"1,157,969","1,175,867 1,180,073","1,141,970",21,,1.5 0.4 -3.2 8
Harford,"11,797,137","11,907,795 12,157,167","11,992,841",8,,0.9 2.1 -1.4 4
Howard,"24,326,144","24,805,024 25,375,945","24,560,917",6,,2.0 2.3 -3.2 7
Kent,"890,138","854,092 870,799","820,422",23,,-4.0 2.0 -5.8 18
Montgomery,"86,941,981","85,873,309 84,245,073","81,242,111",1,,-1.2 -1.9 -3.6 11
Prince George's,"40,589,999","41,606,626 42,021,090","39,905,568",5,,2.5 1.0 -5.0 15
Queen Anne's,"1,704,371","1,690,498 1,711,130","1,600,285",19,,-0.8 1.2 -6.5 20
St. Mary's,"6,675,907","6,775,680 6,902,651","7,043,846",9,,1.5 1.9 2.0 1
Somerset,"872,960","862,974 787,539","739,593",24,,-1.1 -8.7 -6.1 19
Talbot,"1,945,992","1,928,638 1,877,804","1,694,222",18,,-0.9 -2.6 -9.8 23
Washington,"6,488,648","6,510,104 6,491,328","6,118,736",10,,0.3 -0.3 -5.7 17
Wicomico,"4,738,881","4,704,077 4,665,436","4,489,511",13,,-0.7 -0.8 -3.8 12
Worcester,"2,617,588","2,620,987 2,539,432","2,273,029",17,,0.1 -3.1 -10.5 24
Baltimore City,"42,972,698","43,063,264 42,861,684","40,612,851",4,,0.2 -0.5 -5.2 16
Massachusetts,"484,413,790","502,954,287 517,727,089","498,576,980",--,,3.8 2.9 -3.7 --
Barnstable,"11,514,950","11,777,658 12,120,706","11,278,337",9,,2.3 2.9 -6.9 11
Berkshire,"6,350,550","6,455,126 6,310,394","5,903,065",11,,1.6 -2.2 -6.5 9
Bristol,"23,630,871","23,846,410 24,369,699","23,284,414",6,,0.9 2.2 -4.5 4
Dukes,"1,389,516","1,452,448 1,430,082","1,315,563",13,,4.5 -1.5 -8.0 13
Essex,"40,584,411","41,946,907 42,568,760","40,506,440",4,,3.4 1.5 -4.8 7
Franklin,"2,761,060","2,803,987 2,829,006","2,699,832",12,,1.6 0.9 -4.6 5
Hampden,"20,218,987","20,358,474 20,619,111","19,664,592",8,,0.7 1.3 -4.6 6
Hampshire,"6,975,673","7,033,444 7,135,235","6,598,093",10,,0.8 1.4 -7.5 12
Middlesex,"148,868,352","157,570,153 163,832,374","160,961,586",1,,5.8 4.0 -1.8 1
Nantucket,"1,230,542","1,325,827 1,341,023","1,207,111",14,,7.7 1.1 -10.0 14
Norfolk,"48,048,479","49,153,764 49,858,603","47,168,994",3,,2.3 1.4 -5.4 8
Plymouth,"22,966,794","23,874,731 23,945,878","22,337,343",7,,4.0 0.3 -6.7 10
Suffolk,"110,675,140","115,432,014 121,032,551","116,615,766",2,,4.3 4.9 -3.6 3
Worcester,"39,122,355","39,918,939 40,294,714","39,168,305",5,,2.0 0.9 -2.8 2
Michigan,"457,764,899","467,830,448 467,300,231","445,682,592",--,,2.2 -0.1 -4.6 --
Alcona,"202,633","207,030 203,951","197,202",79,,2.2 -1.5 -3.3 47
Alger,"219,908","222,063 222,713","236,914",77,,1.0 0.3 6.4 2
Allegan,"3,905,280","4,225,600 4,076,546","4,033,931",21,,8.2 -3.5 -1.0 21
Alpena,"981,352","974,225 976,469","944,360",52,,-0.7 0.2 -3.3 46
Antrim,"568,785","540,554 549,958","539,181",60,,-5.0 1.7 -2.0 28
Arenac,"394,765","411,562 407,884","390,379",69,,4.3 -0.9 -4.3 55
Baraga,"224,312","224,631 246,496","243,725",76,,0.1 9.7 -1.1 22
Barry,"1,411,885","1,448,677 1,491,876","1,459,336",33,,2.6 3.0 -2.2 32
Bay,"3,278,728","3,323,459 3,240,660","3,217,281",22,,1.4 -2.5 -0.7 20
Benzie,"462,924","484,250 477,431","475,747",65,,4.6 -1.4 -0.4 18
Berrien,"7,095,577","6,998,979 6,832,030","6,896,322",11,,-1.4 -2.4 0.9 13
Branch,"1,222,564","1,259,021 1,329,477","1,326,665",37,,3.0 5.6 -0.2 17
Calhoun,"5,803,726","5,862,167 5,845,846","5,700,101",14,,1.0 -0.3 -2.5 35
Cass,"969,588","1,015,314 1,036,008","999,967",47,,4.7 2.0 -3.5 49
Charlevoix,"1,106,313","1,140,329 1,102,908","1,037,057",46,,3.1 -3.3 -6.0 74
Cheboygan,"581,236","594,224 573,688","535,519",61,,2.2 -3.5 -6.7 78
Chippewa,"1,021,842","1,025,134 1,018,456","994,850",48,,0.3 -0.7 -2.3 34
Clare,"919,553","1,063,955 980,822","994,527",49,15.7,-7.8 1.4 10
Clinton,"2,008,719","2,032,690 1,985,877","1,975,557",28,,1.2 -2.3 -0.5 19
Crawford,"369,971","387,676 389,840","368,441",70,,4.8 0.6 -5.5 66
Delta,"1,116,550","1,121,257 1,133,913","1,110,812",44,,0.4 1.1 -2.0 29
Dickinson,"1,182,793","1,210,357 1,209,642","1,182,265",41,,2.3 -0.1 -2.3 33
Eaton,"4,737,608","4,769,094 4,755,123","4,628,748",18,,0.7 -0.3 -2.7 36
Emmet,"1,562,164","1,574,115 1,593,610","1,494,317",31,,0.8 1.2 -6.2 76
"",,Real gross domestic product,,,,Percent change from preceding period
"",,Thousands of chained (2012) dollars,,Rank in state,,Percent change Rank in state
"",2017,2018 2019,2020,2020,2018,2019 2020 2020
Genesee,"14,417,152","14,816,441 14,924,552","14,117,264",7,,2.8 0.7 -5.4 64
Gladwin,"415,088","433,576 454,438","435,133",66,,4.5 4.8 -4.2 53
Gogebic,"411,982","423,856 427,706","415,341",67,,2.9 0.9 -2.9 39
Grand Traverse,"4,628,704","4,742,180 4,751,080","4,575,204",20,,2.5 0.2 -3.7 51
Gratiot,"1,205,517","1,264,703 1,225,796","1,275,044",38,,4.9 -3.1 4.0 4
Hillsdale,"1,427,608","1,449,198 1,404,188","1,363,459",36,,1.5 -3.1 -2.9 40
Houghton,"976,832","1,004,338 1,010,979","991,195",50,,2.8 0.7 -2.0 27
Huron,"1,505,658","1,461,145 1,366,647","1,455,458",34,,-3.0 -6.5 6.5 1
Ingham,"14,710,443","15,091,399 15,266,950","14,579,594",6,,2.6 1.2 -4.5 57
Ionia,"1,460,774","1,424,339 1,564,551","1,404,402",35,,-2.5 9.8 -10.2 82
Iosco,"698,403","719,112 761,070","765,219",55,,3.0 5.8 0.5 14
Iron,"287,323","292,551 300,251","290,024",73,,1.8 2.6 -3.4 48
Isabella,"2,139,540","2,199,148 2,130,052","2,020,138",26,,2.8 -3.1 -5.2 62
Jackson,"5,425,126","5,791,930 6,035,348","5,871,461",13,,6.8 4.2 -2.7 37
Kalamazoo,"12,337,056","12,667,073 12,734,704","12,037,302",9,,2.7 0.5 -5.5 65
Kalkaska,"499,963","527,636 518,146","491,461",64,,5.5 -1.8 -5.2 61
Kent,"37,485,721","38,699,246 38,783,598","36,927,884",3,,3.2 0.2 -4.8 60
Keweenaw,"43,755","43,808 46,691","45,682",83,,0.1 6.6 -2.2 30
Lake,"199,802","214,573 207,535","214,031",78,,7.4 -3.3 3.1 6
Lapeer,"2,031,645","2,094,823 2,074,540","2,012,718",27,,3.1 -1.0 -3.0 41
Leelanau,"684,680","741,635 740,296","698,025",56,,8.3 -0.2 -5.7 70
Lenawee,"2,710,406","2,879,829 2,694,299","2,649,305",24,,6.3 -6.4 -1.7 25
Livingston,"6,496,436","6,654,894 6,505,086","6,303,595",12,,2.4 -2.3 -3.1 42
Luce,"150,785","145,945 141,689","135,234",81,,-3.2 -2.9 -4.6 59
Mackinac,"392,947","389,718 396,321","364,549",71,,-0.8 1.7 -8.0 80
Macomb,"36,064,804","36,708,450 35,914,052","33,850,873",4,,1.8 -2.2 -5.7 71
Manistee,"763,634","789,596 784,103","774,504",54,,3.4 -0.7 -1.2 23
Marquette,"2,645,269","2,632,208 2,664,061","2,520,403",25,,-0.5 1.2 -5.4 63
Mason,"959,238","980,528 943,116","907,758",53,,2.2 -3.8 -3.7 52
Mecosta,"1,161,986","1,146,588 1,145,045","1,104,643",45,,-1.3 -0.1 -3.5 50
Menominee,"680,921","689,965 696,962","639,434",58,,1.3 1.0 -8.3 81
Midland,"4,937,903","5,031,139 4,747,069","4,597,719",19,,1.9 -5.6 -3.1 44
Missaukee,"429,981","417,391 435,867","401,256",68,,-2.9 4.4 -7.9 79
